Year,Route,GRASS_3km,GRASS_5km,GRASS_10km,ED_3km,ED_5km,ED_10km,PDSI,TMAX,PCP,TMIN
1998,15,86.7927,85.318,80.8378,44.7183,48.2775,52.2895,-1.203333333,91.9,1.883333333,26.9
1998,16,58.563,58.2517,46.2409,51.9847,50.7874,52.5387,2.63,91.1,1.426666667,23.3
1998,17,78.773,73.1823,72.0222,62.7866,70.7097,70.6847,-1.203333333,91.9,1.883333333,26.9
1998,18,70.2914,63.4263,54.7576,51.9403,58.7503,58.124,2.026666667,89.6,1.19,20.8
1998,19,73.5677,68.2612,66.8066,65.1624,70.5714,70.2325,0.996666667,88.7,1.443333333,24.4
1998,20,93.9682,92.2189,86.4281,29.0887,32.5057,41.685,-1.203333333,91.9,1.883333333,26.9
1998,21,67.833,63.8083,51.753,51.8563,51.0794,59.2856,2.63,91.1,1.426666667,23.3
1998,22,70.5772,68.7878,68.9555,59.6656,62.9594,63.7751,0.996666667,88.7,1.443333333,24.4
1998,23,43.4033,42.3817,47.0989,45.0089,47.6807,45.33,2.63,91.1,1.426666667,23.3
1998,24,67.7614,62.1766,64.3358,64.8109,67.1341,66.9186,-1.203333333,91.9,1.883333333,26.9
1998,25,77.2942,78.7773,71.111,40.7038,40.7749,44.7553,2.026666667,89.6,1.19,20.8
1998,26,66.4305,65.0473,63.1527,51.0884,54.7402,51.069,2.63,91.1,1.426666667,23.3
1998,27,55.5901,52.0229,47.5246,61.5618,64.6176,68.7122,2.026666667,89.6,1.19,20.8
1998,28,63.2578,63.2834,65.0715,68.9139,68.5742,65.0913,-1.203333333,91.9,1.883333333,26.9
1998,29,86.1876,89.3207,89.2759,43.1612,36.662,36.0188,-1.203333333,91.9,1.883333333,26.9
1998,30,55.7536,52.2685,52.6425,53.393,50.2762,50.3749,2.026666667,89.6,1.19,20.8
1998,31,44.7356,39.6181,29.351,35.3029,34.347,28.6143,0.083333333,90.4,0.596666667,20
1998,32,57.5014,54.0024,48.8061,49.3562,53.0541,46.2249,0.083333333,90.4,0.596666667,20
1998,33,60.6562,63.8014,60.7169,48.8966,51.7261,53.0633,2.026666667,89.6,1.19,20.8
1999,1,64.9955,61.5264,60.2056,74.0261,76.1959,74.7547,3.653333333,92,1.646666667,24.1
1999,2,51.3019,56.4517,59.9014,73.7199,72.5935,72.4568,1.003333333,91.1,1.336666667,20.6
1999,3,87.6415,84.5643,80.3489,27.6997,31.9668,38.4419,3.653333333,92,1.646666667,24.1
1999,4,87.8123,83.3036,81.7953,28.7133,31.6831,34.2695,1.003333333,91.1,1.336666667,20.6
1999,5,78.6736,68.7044,56.1598,49.3195,55.4302,57.3272,2.606666667,92.4,0.42,18.1
